Date,City,Latitude,Longitude,City_Type,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind_Speed,Pressure,AQI,Year,Month,Day,DayOfWeek,Season
2024-03-17,Chennai,13.0827,80.2707,coastal,73.92,159.98,31.84,12.44,1.19,36.19,29.8,80.8,18.8,1017.5,148,2024,3,17,6,Summer
2024-03-17,Kolkata,22.5726,88.3639,metropolitan,99.05,219.66,57.3,14.7,1.88,44.23,29.4,61.2,16.8,1017.9,219,2024,3,17,6,Summer
2024-03-17,Hyderabad,17.385,78.4867,mixed,49.06,104.88,29.94,10.42,0.9,28.72,27.9,61.5,24.2,1012.3,107,2024,3,17,6,Summer
2024-03-17,Pune,18.5204,73.8567,mixed,64.66,89.96,39.05,7.32,0.92,34.85,24.1,69.8,19.9,1015.7,103,2024,3,17,6,Summer
2024-03-17,Ahmedabad,23.0225,72.5714,industrial,81.5,141.52,33.35,8.87,1.27,28.46,29.0,38.9,23.3,1012.8,155,2024,3,17,6,Summer
2024-03-17,Jaipur,26.9124,75.7873,desert,74.49,132.21,32.38,11.49,1.17,23.22,29.8,39.6,21.1,1007.0,125,2024,3,17,6,Summer
2024-03-17,Lucknow,26.8467,80.9462,plains,91.84,165.61,55.92,13.86,2.36,45.67,25.1,50.1,14.3,1012.9,182,2024,3,17,6,Summer
2024-03-18,Delhi,28.6139,77.209,metropolitan,169.32,235.7,53.3,24.68,2.96,46.3,28.1,68.0,6.8,1004.6,275,2024,3,18,0,Summer
2024-03-18,Mumbai,19.076,72.8777,coastal,121.92,227.83,46.84,14.65,1.87,53.91,29.5,81.2,12.6,1002.8,236,2024,3,18,0,Summer
2024-03-18,Bengaluru,12.9716,77.5946,IT_hub,89.08,126.46,45.45,13.02,1.75,42.16,26.0,64.3,12.2,1009.6,163,2024,3,18,0,Summer
2024-03-18,Chennai,13.0827,80.2707,coastal,95.4,136.71,49.36,15.18,1.48,55.65,29.9,68.0,11.0,1007.4,157,2024,3,18,0,Summer
2024-03-18,Kolkata,22.5726,88.3639,metropolitan,99.98,230.52,65.38,18.1,2.39,42.46,26.6,63.8,14.0,1006.4,217,2024,3,18,0,Summer
2024-03-18,Hyderabad,17.385,78.4867,mixed,67.66,129.29,34.46,8.61,1.63,32.84,30.5,47.6,22.9,1008.3,127,2024,3,18,0,Summer
2024-03-18,Pune,18.5204,73.8567,mixed,73.54,162.6,41.37,10.81,1.64,41.13,27.2,71.1,7.6,1018.2,165,2024,3,18,0,Summer
2024-03-18,Ahmedabad,23.0225,72.5714,industrial,136.98,222.58,48.83,17.93,2.48,54.64,29.3,42.8,11.0,1019.5,229,2024,3,18,0,Summer
2024-03-18,Jaipur,26.9124,75.7873,desert,79.89,171.24,38.86,12.22,1.69,32.95,26.0,55.4,24.4,1001.8,169,2024,3,18,0,Summer
2024-03-18,Lucknow,26.8467,80.9462,plains,147.49,188.32,52.43,23.1,3.03,55.66,24.9,56.8,14.5,1003.3,227,2024,3,18,0,Summer
2024-03-19,Delhi,28.6139,77.209,metropolitan,185.87,320.08,74.87,17.66,3.12,41.35,29.3,68.8,8.7,1002.5,289,2024,3,19,1,Summer
2024-03-19,Mumbai,19.076,72.8777,coastal,68.78,138.6,40.6,18.12,1.68,46.84,30.7,71.2,23.1,1012.8,127,2024,3,19,1,Summer
2024-03-19,Bengaluru,12.9716,77.5946,IT_hub,71.22,144.55,43.74,15.15,1.57,39.21,27.7,71.3,12.2,1005.5,143,2024,3,19,1,Summer
2024-03-19,Chennai,13.0827,80.2707,coastal,74.15,191.55,58.83,12.03,1.96,47.94,33.6,63.7,18.0,1014.0,195,2024,3,19,1,Summer
2024-03-19,Kolkata,22.5726,88.3639,metropolitan,101.62,194.36,50.97,23.52,2.62,57.14,30.1,82.5,6.2,1018.8,200,2024,3,19,1,Summer
2024-03-19,Hyderabad,17.385,78.4867,mixed,61.13,147.72,31.19,9.68,1.49,35.63,25.9,57.3,24.8,1010.6,134,2024,3,19,1,Summer
2024-03-19,Pune,18.5204,73.8567,mixed,75.34,169.74,33.36,13.93,1.24,28.89,22.7,58.4,16.0,1006.1,176,2024,3,19,1,Summer
2024-03-19,Ahmedabad,23.0225,72.5714,industrial,96.69,185.09,65.07,20.23,2.56,53.75,27.0,45.6,6.7,1016.8,200,2024,3,19,1,Summer
2024-03-19,Jaipur,26.9124,75.7873,desert,114.62,151.12,43.53,18.85,1.74,36.86,25.3,59.3,14.8,1012.3,191,2024,3,19,1,Summer
2024-03-19,Lucknow,26.8467,80.9462,plains,137.22,267.72,60.26,16.8,2.49,62.2,27.4,58.3,19.8,1012.1,288,2024,3,19,1,Summer
2024-03-20,Delhi,28.6139,77.209,metropolitan,128.94,313.93,76.24,26.28,2.52,54.1,27.0,53.2,14.3,1006.8,301,2024,3,20,2,Summer
2024-03-20,Mumbai,19.076,72.8777,coastal,128.0,240.14,62.65,20.48,2.73,42.0,32.1,76.2,11.3,1017.3,253,2024,3,20,2,Summer
2024-03-20,Bengaluru,12.9716,77.5946,IT_hub,70.06,128.7,36.53,13.15,1.24,38.45,25.8,75.1,13.4,1000.3,122,2024,3,20,2,Summer
2024-03-20,Chennai,13.0827,80.2707,coastal,114.41,212.29,62.31,13.16,1.63,48.8,31.7,61.0,15.5,1010.3,229,2024,3,20,2,Summer
2024-03-20,Kolkata,22.5726,88.3639,metropolitan,136.57,216.68,63.11,23.88,2.38,60.39,31.5,81.0,19.2,1017.0,238,2024,3,20,2,Summer
2024-03-20,Hyderabad,17.385,78.4867,mixed,94.15,127.73,50.99,11.64,1.97,43.93,26.4,59.9,7.8,1011.8,170,2024,3,20,2,Summer
2024-03-20,Pune,18.5204,73.8567,mixed,91.24,158.27,44.1,12.74,1.6,45.09,23.7,64.9,11.4,1000.9,160,2024,3,20,2,Summer
2024-03-20,Ahmedabad,23.0225,72.5714,industrial,82.16,176.07,53.61,13.07,2.08,48.04,29.3,58.9,24.6,1002.8,172,2024,3,20,2,Summer
2024-03-20,Jaipur,26.9124,75.7873,desert,106.46,233.26,53.74,16.65,2.32,55.5,25.2,53.1,6.6,1006.2,244,2024,3,20,2,Summer
2024-03-20,Lucknow,26.8467,80.9462,plains,129.65,225.9,59.35,25.26,2.9,47.76,24.4,65.1,7.7,1011.8,210,2024,3,20,2,Summer
2024-03-21,Delhi,28.6139,77.209,metropolitan,122.71,192.67,51.29,15.17,1.76,33.34,24.5,47.3,23.1,1018.6,213,2024,3,21,3,Summer
2024-03-21,Mumbai,19.076,72.8777,coastal,109.22,208.23,63.2,19.94,2.46,48.93,30.6,64.3,10.4,1011.9,208,2024,3,21,3,Summer
2024-03-21,Bengaluru,12.9716,77.5946,IT_hub,67.69,146.0,29.73,9.75,1.1,37.6,27.5,62.6,24.2,1007.8,148,2024,3,21,3,Summer
2024-03-21,Chennai,13.0827,80.2707,coastal,85.08,174.18,55.74,17.17,1.5,54.17,33.1,76.9,9.6,1004.5,167,2024,3,21,3,Summer
2024-03-21,Kolkata,22.5726,88.3639,metropolitan,104.77,157.85,53.13,13.83,1.61,36.39,26.4,57.2,20.3,1012.9,158,2024,3,21,3,Summer
2024-03-21,Hyderabad,17.385,78.4867,mixed,99.22,169.74,51.93,12.75,1.41,40.52,25.3,57.4,6.5,1011.9,153,2024,3,21,3,Summer
2024-03-21,Pune,18.5204,73.8567,mixed,66.68,114.41,47.82,10.45,1.06,41.98,23.3,67.1,16.2,1013.3,125,2024,3,21,3,Summer
2024-03-21,Ahmedabad,23.0225,72.5714,industrial,95.9,181.48,66.65,19.66,1.91,38.84,26.4,50.7,14.5,1011.9,183,2024,3,21,3,Summer
2024-03-21,Jaipur,26.9124,75.7873,desert,82.64,167.59,43.6,17.66,2.11,38.03,28.9,39.1,16.1,1009.7,159,2024,3,21,3,Summer
2024-03-21,Lucknow,26.8467,80.9462,plains,102.41,216.56,62.61,21.08,3.16,53.46,28.9,50.2,17.4,1003.9,235,2024,3,21,3,Summer
2024-03-22,Delhi,28.6139,77.209,metropolitan,103.38,186.21,62.58,16.12,2.33,44.39,29.9,48.3,23.6,1000.4,183,2024,3,22,4,Summer
2024-03-22,Mumbai,19.076,72.8777,coastal,132.62,180.57,63.2,15.77,2.75,40.63,28.1,81.5,9.5,1011.3,204,2024,3,22,4,Summer
2024-03-22,Bengaluru,12.9716,77.5946,IT_hub,85.07,146.2,39.94,12.36,1.17,37.92,23.8,59.4,12.1,1009.9,135,2024,3,22,4,Summer
2024-03-22,Chennai,13.0827,80.2707,coastal,76.62,139.78,52.3,16.65,2.01,51.74,33.0,69.8,10.5,1017.6,149,2024,3,22,4,Summer
2024-03-22,Kolkata,22.5726,88.3639,metropolitan,103.48,264.56,68.21,16.49,3.03,46.31,26.4,77.2,19.0,1015.6,274,2024,3,22,4,Summer
2024-03-22,Hyderabad,17.385,78.4867,mixed,77.12,127.47,49.4,11.81,1.62,50.69,25.6,58.0,8.3,1014.4,120,2024,3,22,4,Summer
2024-03-22,Pune,18.5204,73.8567,mixed,69.26,118.58,30.93,6.92,0.95,33.06,22.1,47.0,20.5,1006.6,128,2024,3,22,4,Summer
2024-03-22,Ahmedabad,23.0225,72.5714,industrial,111.55,263.36,48.76,17.55,2.5,52.74,29.2,51.7,18.6,1017.6,285,2024,3,22,4,Summer
2024-03-22,Jaipur,26.9124,75.7873,desert,99.92,202.06,45.43,15.79,1.72,40.89,27.7,32.9,8.9,1013.1,198,2024,3,22,4,Summer
2024-03-22,Lucknow,26.8467,80.9462,plains,148.65,238.74,52.04,23.94,3.04,54.37,25.0,56.0,17.3,1016.5,250,2024,3,22,4,Summer
2024-03-23,Delhi,28.6139,77.209,metropolitan,127.36,225.49,72.18,19.94,2.88,58.73,24.8,66.3,14.7,1015.4,238,2024,3,23,5,Summer
2024-03-23,Mumbai,19.076,72.8777,coastal,110.61,195.42,49.13,20.52,1.66,37.14,32.1,78.4,17.0,1019.3,185,2024,3,23,5,Summer
2024-03-23,Bengaluru,12.9716,77.5946,IT_hub,78.54,153.29,31.47,13.16,1.24,40.51,24.8,61.6,6.3,1006.2,139,2024,3,23,5,Summer
2024-03-23,Chennai,13.0827,80.2707,coastal,78.81,172.33,38.18,16.17,1.95,33.32,32.1,81.0,15.6,1014.7,180,2024,3,23,5,Summer
2024-03-23,Kolkata,22.5726,88.3639,metropolitan,98.87,187.59,53.31,17.41,1.9,37.05,28.8,82.2,21.9,1007.3,178,2024,3,23,5,Summer
2024-03-23,Hyderabad,17.385,78.4867,mixed,73.63,92.78,28.67,12.13,1.22,27.1,25.0,63.9,21.7,1002.8,116,2024,3,23,5,Summer
2024-03-23,Pune,18.5204,73.8567,mixed,68.5,148.27,35.83,10.94,1.2,32.54,24.7,65.8,15.1,1013.7,145,2024,3,23,5,Summer
2024-03-23,Ahmedabad,23.0225,72.5714,industrial,85.16,237.82,55.98,17.43,1.81,38.54,29.9,59.6,11.8,1015.7,217,2024,3,23,5,Summer
2024-03-23,Jaipur,26.9124,75.7873,desert,82.17,156.75,42.38,15.66,2.21,37.03,25.3,41.4,6.7,1008.5,142,2024,3,23,5,Summer
2024-03-23,Lucknow,26.8467,80.9462,plains,108.2,202.58,55.15,16.67,2.93,52.44,29.3,73.1,13.2,1001.5,205,2024,3,23,5,Summer
2024-03-24,Delhi,28.6139,77.209,metropolitan,128.83,254.81,60.72,15.69,2.5,42.29,26.0,57.0,11.5,1014.8,263,2024,3,24,6,Summer
2024-03-24,Mumbai,19.076,72.8777,coastal,84.52,114.13,36.09,12.02,1.21,31.46,30.5,66.8,23.5,1005.4,152,2024,3,24,6,Summer
2024-03-24,Bengaluru,12.9716,77.5946,IT_hub,39.96,75.8,32.69,9.52,1.08,24.19,28.7,59.2,20.9,1004.6,76,2024,3,24,6,Summer
2024-03-24,Chennai,13.0827,80.2707,coastal,46.74,117.24,38.82,8.09,1.48,26.43,32.8,71.9,23.2,1013.0,121,2024,3,24,6,Summer
2024-03-24,Kolkata,22.5726,88.3639,metropolitan,99.67,221.19,45.14,15.75,1.84,41.08,28.7,85.4,7.3,1012.1,214,2024,3,24,6,Summer
2024-03-24,Hyderabad,17.385,78.4867,mixed,69.23,111.38,29.91,9.38,0.87,32.91,25.5,68.1,23.3,1006.5,114,2024,3,24,6,Summer
2024-03-24,Pune,18.5204,73.8567,mixed,49.66,119.97,26.87,9.98,1.15,30.28,22.6,59.3,5.8,1004.8,115,2024,3,24,6,Summer
2024-03-24,Ahmedabad,23.0225,72.5714,industrial,104.87,207.47,57.04,14.0,2.25,40.37,26.9,44.6,10.4,1002.3,194,2024,3,24,6,Summer
2024-03-24,Jaipur,26.9124,75.7873,desert,91.34,116.47,39.51,14.8,1.27,34.81,30.8,37.6,19.2,1008.4,140,2024,3,24,6,Summer
2024-03-24,Lucknow,26.8467,80.9462,plains,81.92,144.18,51.5,13.47,1.73,39.78,29.9,66.3,23.2,1000.6,150,2024,3,24,6,Summer
2024-03-25,Delhi,28.6139,77.209,metropolitan,148.85,189.59,63.8,19.36,2.19,36.52,27.8,56.9,21.4,1007.8,253,2024,3,25,0,Summer
2024-03-25,Mumbai,19.076,72.8777,coastal,99.53,158.72,37.92,12.06,2.02,42.43,30.8,83.9,20.2,1011.8,181,2024,3,25,0,Summer
2024-03-25,Bengaluru,12.9716,77.5946,IT_hub,58.08,141.29,43.25,8.24,1.5,38.93,27.7,52.1,22.2,1011.3,140,2024,3,25,0,Summer
2024-03-25,Chennai,13.0827,80.2707,coastal,76.92,142.24,41.12,13.4,1.63,43.78,29.8,77.3,19.0,1007.6,140,2024,3,25,0,Summer
2024-03-25,Kolkata,22.5726,88.3639,metropolitan,101.81,156.18,40.16,16.62,2.1,37.79,29.7,63.9,24.0,1007.2,161,2024,3,25,0,Summer
2024-03-25,Hyderabad,17.385,78.4867,mixed,102.48,196.62,49.8,13.66,1.97,49.96,28.0,59.6,14.6,1017.9,186,2024,3,25,0,Summer
2024-03-25,Pune,18.5204,73.8567,mixed,64.23,167.01,48.76,9.18,1.63,29.6,23.1,49.0,10.9,1000.6,164,2024,3,25,0,Summer
2024-03-25,Ahmedabad,23.0225,72.5714,industrial,69.8,138.65,57.06,17.01,1.59,47.66,26.9,38.1,21.6,1007.6,154,2024,3,25,0,Summer
2024-03-25,Jaipur,26.9124,75.7873,desert,112.05,173.1,64.13,19.46,1.84,40.94,25.5,46.5,19.6,1002.0,191,2024,3,25,0,Summer
2024-03-25,Lucknow,26.8467,80.9462,plains,154.04,223.96,72.21,17.42,2.06,55.02,24.0,58.9,13.0,1007.1,272,2024,3,25,0,Summer
2024-03-26,Delhi,28.6139,77.209,metropolitan,150.42,279.2,77.72,19.18,2.83,41.66,24.6,40.7,11.3,1006.7,260,2024,3,26,1,Summer
2024-03-26,Mumbai,19.076,72.8777,coastal,117.06,186.03,68.11,15.09,2.21,43.69,30.0,61.1,6.0,1016.6,183,2024,3,26,1,Summer
2024-03-26,Bengaluru,12.9716,77.5946,IT_hub,79.31,154.93,35.54,13.8,1.35,38.09,26.9,74.5,13.7,1013.3,158,2024,3,26,1,Summer
2024-03-26,Chennai,13.0827,80.2707,coastal,99.44,143.17,59.28,14.18,1.81,38.57,28.1,73.1,7.7,1009.3,163,2024,3,26,1,Summer
2024-03-26,Kolkata,22.5726,88.3639,metropolitan,93.43,187.24,73.06,16.76,2.4,61.36,26.3,61.1,19.4,1018.0,185,2024,3,26,1,Summer
2024-03-26,Hyderabad,17.385,78.4867,mixed,103.23,175.41,38.84,12.2,2.1,49.04,28.0,64.2,11.9,1010.9,166,2024,3,26,1,Summer
2024-03-26,Pune,18.5204,73.8567,mixed,78.2,119.57,43.86,12.64,1.19,38.1,22.4,71.3,10.9,1016.9,127,2024,3,26,1,Summer
2024-03-26,Ahmedabad,23.0225,72.5714,industrial,119.34,228.85,47.85,13.53,2.61,55.92,30.2,58.9,10.1,1000.5,215,2024,3,26,1,Summer
2024-03-26,Jaipur,26.9124,75.7873,desert,92.76,177.87,51.26,19.37,1.93,43.15,26.9,53.2,19.3,1016.6,176,2024,3,26,1,Summer
2024-03-26,Lucknow,26.8467,80.9462,plains,100.28,222.4,54.89,20.41,2.59,45.97,25.6,57.6,17.0,1015.3,238,2024,3,26,1,Summer
2024-03-27,Delhi,28.6139,77.209,metropolitan,94.95,214.42,66.11,17.55,1.7,38.34,24.2,64.6,21.8,1010.5,222,2024,3,27,2,Summer
2024-03-27,Mumbai,19.076,72.8777,coastal,121.06,223.76,46.93,17.93,1.79,56.75,29.4,63.6,17.4,1015.9,204,2024,3,27,2,Summer
2024-03-27,Bengaluru,12.9716,77.5946,IT_hub,73.99,184.28,46.38,15.08,1.57,46.46,26.2,79.5,15.7,1007.3,198,2024,3,27,2,Summer
2024-03-27,Chennai,13.0827,80.2707,coastal,77.97,202.14,40.26,17.0,1.82,37.08,32.9,63.4,14.2,1017.2,215,2024,3,27,2,Summer
2024-03-27,Kolkata,22.5726,88.3639,metropolitan,111.02,263.69,49.85,24.54,3.01,56.79,31.6,81.7,8.8,1002.0,272,2024,3,27,2,Summer
2024-03-27,Hyderabad,17.385,78.4867,mixed,67.61,118.81,37.16,12.35,1.73,29.95,25.3,57.3,23.3,1016.8,114,2024,3,27,2,Summer
2024-03-27,Pune,18.5204,73.8567,mixed,49.81,114.05,36.68,7.01,1.25,36.84,27.7,50.0,21.6,1016.2,108,2024,3,27,2,Summer
2024-03-27,Ahmedabad,23.0225,72.5714,industrial,119.53,168.14,46.94,19.48,2.09,59.83,27.8,48.3,19.2,1002.6,215,2024,3,27,2,Summer
2024-03-27,Jaipur,26.9124,75.7873,desert,114.44,157.59,45.01,14.79,1.61,37.39,25.5,30.0,14.1,1001.9,179,2024,3,27,2,Summer
2024-03-27,Lucknow,26.8467,80.9462,plains,124.49,258.27,76.62,21.18,3.13,47.59,25.1,47.6,13.9,1018.5,262,2024,3,27,2,Summer
2024-03-28,Delhi,28.6139,77.209,metropolitan,161.79,301.29,81.87,20.27,3.4,63.57,26.4,62.0,17.4,1004.0,314,2024,3,28,3,Summer
2024-03-28,Mumbai,19.076,72.8777,coastal,102.53,192.71,66.36,18.1,1.87,54.05,28.9,72.3,7.4,1004.6,180,2024,3,28,3,Summer
2024-03-28,Bengaluru,12.9716,77.5946,IT_hub,66.0,131.94,51.95,15.06,1.69,31.32,26.0,71.7,17.1,1018.6,121,2024,3,28,3,Summer
2024-03-28,Chennai,13.0827,80.2707,coastal,87.45,208.55,47.55,17.06,2.27,45.46,28.7,56.3,16.4,1010.5,196,2024,3,28,3,Summer
2024-03-28,Kolkata,22.5726,88.3639,metropolitan,136.83,262.99,57.6,22.56,2.02,54.04,26.5,59.3,10.5,1018.5,237,2024,3,28,3,Summer
2024-03-28,Hyderabad,17.385,78.4867,mixed,91.01,150.35,42.34,14.29,2.03,38.28,25.1,45.8,16.0,1000.6,149,2024,3,28,3,Summer
2024-03-28,Pune,18.5204,73.8567,mixed,75.01,171.54,41.05,13.76,1.43,43.06,25.1,60.4,7.1,1016.9,159,2024,3,28,3,Summer
2024-03-28,Ahmedabad,23.0225,72.5714,industrial,91.05,190.97,70.61,20.81,2.92,57.8,26.6,41.3,12.3,1011.9,190,2024,3,28,3,Summer
2024-03-28,Jaipur,26.9124,75.7873,desert,67.47,143.44,42.81,12.94,1.92,35.59,30.9,46.0,23.2,1008.8,144,2024,3,28,3,Summer
2024-03-28,Lucknow,26.8467,80.9462,plains,152.89,267.38,53.38,17.04,3.16,60.96,25.0,62.4,13.1,1007.1,288,2024,3,28,3,Summer
2024-03-29,Delhi,28.6139,77.209,metropolitan,142.11,285.36,73.5,17.68,2.47,48.68,28.6,66.6,7.7,1002.1,284,2024,3,29,4,Summer
2024-03-29,Mumbai,19.076,72.8777,coastal,91.91,147.02,46.29,15.72,1.98,42.21,28.3,82.7,23.8,1011.4,165,2024,3,29,4,Summer
2024-03-29,Bengaluru,12.9716,77.5946,IT_hub,92.54,140.65,49.66,15.22,1.18,32.93,23.4,76.4,18.1,1006.4,146,2024,3,29,4,Summer
2024-03-29,Chennai,13.0827,80.2707,coastal,71.92,153.33,33.16,13.2,1.21,36.08,28.3,83.3,24.5,1006.4,162,2024,3,29,4,Summer
2024-03-29,Kolkata,22.5726,88.3639,metropolitan,130.99,193.43,52.56,19.41,2.72,43.34,29.1,78.6,19.2,1001.4,197,2024,3,29,4,Summer
2024-03-29,Hyderabad,17.385,78.4867,mixed,99.89,141.48,36.53,13.17,1.53,38.44,27.7,61.1,15.5,1000.2,177,2024,3,29,4,Summer
2024-03-29,Pune,18.5204,73.8567,mixed,60.49,168.45,45.55,9.41,1.62,39.41,25.5,64.8,9.1,1017.3,182,2024,3,29,4,Summer
2024-03-29,Ahmedabad,23.0225,72.5714,industrial,97.83,162.82,39.05,12.5,2.17,42.2,29.4,46.1,22.1,1016.6,164,2024,3,29,4,Summer
2024-03-29,Jaipur,26.9124,75.7873,desert,122.96,223.44,42.94,17.5,1.76,35.93,25.6,42.1,11.7,1003.3,233,2024,3,29,4,Summer
2024-03-29,Lucknow,26.8467,80.9462,plains,127.36,222.85,76.4,16.5,3.17,51.84,26.6,58.1,19.4,1000.1,235,2024,3,29,4,Summer
2024-03-30,Delhi,28.6139,77.209,metropolitan,167.73,244.79,76.42,16.03,2.06,55.84,24.3,66.3,5.6,1006.4,288,2024,3,30,5,Summer
2024-03-30,Mumbai,19.076,72.8777,coastal,97.03,236.85,60.36,17.27,2.33,38.08,28.4,80.9,6.2,1010.9,234,2024,3,30,5,Summer
2024-03-30,Bengaluru,12.9716,77.5946,IT_hub,63.44,168.1,41.22,13.6,1.17,40.16,24.7,52.5,13.0,1015.7,169,2024,3,30,5,Summer
2024-03-30,Chennai,13.0827,80.2707,coastal,53.15,107.59,43.49,13.4,1.66,34.41,31.8,68.8,24.7,1002.8,108,2024,3,30,5,Summer
2024-03-30,Kolkata,22.5726,88.3639,metropolitan,130.73,208.23,43.53,17.84,2.58,40.04,28.0,84.1,19.9,1014.9,232,2024,3,30,5,Summer
2024-03-30,Hyderabad,17.385,78.4867,mixed,87.11,173.37,52.4,14.73,1.36,38.16,26.3,59.7,18.5,1000.5,188,2024,3,30,5,Summer
2024-03-30,Pune,18.5204,73.8567,mixed,56.42,146.97,42.74,11.71,1.4,30.5,26.8,52.3,18.2,1014.7,144,2024,3,30,5,Summer
2024-03-30,Ahmedabad,23.0225,72.5714,industrial,119.16,226.09,45.93,18.89,1.76,37.11,31.4,57.6,15.7,1017.7,225,2024,3,30,5,Summer
2024-03-30,Jaipur,26.9124,75.7873,desert,101.73,157.09,41.56,17.27,1.75,34.57,28.0,48.0,8.8,1007.7,182,2024,3,30,5,Summer
2024-03-30,Lucknow,26.8467,80.9462,plains,101.49,250.4,46.21,23.18,2.16,47.53,26.6,68.9,12.0,1020.0,251,2024,3,30,5,Summer
2024-03-31,Delhi,28.6139,77.209,metropolitan,110.41,193.27,67.43,16.88,1.95,36.75,25.7,43.9,5.7,1017.8,205,2024,3,31,6,Summer
2024-03-31,Mumbai,19.076,72.8777,coastal,68.18,145.56,35.41,10.83,1.55,37.15,31.0,67.2,22.5,1015.1,159,2024,3,31,6,Summer
2024-03-31,Bengaluru,12.9716,77.5946,IT_hub,56.73,95.93,43.47,7.92,1.41,36.31,26.6,59.4,5.4,1012.3,108,2024,3,31,6,Summer
2024-03-31,Chennai,13.0827,80.2707,coastal,61.11,89.75,39.59,9.14,1.31,33.69,31.8,60.5,24.9,1013.9,94,2024,3,31,6,Summer
2024-03-31,Kolkata,22.5726,88.3639,metropolitan,74.01,176.22,61.34,12.9,1.68,35.33,28.3,76.1,5.9,1004.2,166,2024,3,31,6,Summer
2024-03-31,Hyderabad,17.385,78.4867,mixed,82.03,158.73,37.41,9.44,1.7,36.32,29.6,72.2,12.4,1011.3,171,2024,3,31,6,Summer
2024-03-31,Pune,18.5204,73.8567,mixed,58.11,117.91,27.45,7.96,1.31,32.93,24.7,65.5,19.8,1001.0,108,2024,3,31,6,Summer
2024-03-31,Ahmedabad,23.0225,72.5714,industrial,83.56,193.54,52.48,16.97,2.36,30.98,31.1,48.2,12.8,1001.2,180,2024,3,31,6,Summer
2024-03-31,Jaipur,26.9124,75.7873,desert,92.08,127.29,51.22,11.5,1.33,40.58,27.3,31.4,14.4,1013.4,165,2024,3,31,6,Summer
2024-03-31,Lucknow,26.8467,80.9462,plains,96.09,180.7,64.24,17.18,2.12,49.53,26.9,66.9,14.3,1016.1,192,2024,3,31,6,Summer
2024-04-01,Delhi,28.6139,77.209,metropolitan,133.92,197.88,47.73,20.57,2.04,44.52,30.5,63.1,21.8,1006.2,227,2024,4,1,0,Summer
2024-04-01,Mumbai,19.076,72.8777,coastal,109.96,154.74,40.14,17.24,1.89,36.54,35.4,78.4,8.2,1003.1,190,2024,4,1,0,Summer
2024-04-01,Bengaluru,12.9716,77.5946,IT_hub,65.7,88.93,25.79,11.27,0.99,25.88,31.4,58.5,20.2,1015.6,112,2024,4,1,0,Summer
2024-04-01,Chennai,13.0827,80.2707,coastal,67.61,147.23,33.26,10.3,1.58,35.58,36.3,65.4,23.0,1001.2,139,2024,4,1,0,Summer
2024-04-01,Kolkata,22.5726,88.3639,metropolitan,131.39,243.37,68.9,14.13,1.8,57.16,29.7,69.5,17.8,1009.8,263,2024,4,1,0,Summer
2024-04-01,Hyderabad,17.385,78.4867,mixed,98.88,181.81,37.12,14.59,1.65,37.62,28.8,63.9,8.8,1002.4,183,2024,4,1,0,Summer
2024-04-01,Pune,18.5204,73.8567,mixed,64.69,107.08,32.49,12.12,1.41,39.41,30.0,63.7,10.8,1003.5,114,2024,4,1,0,Summer
2024-04-01,Ahmedabad,23.0225,72.5714,industrial,101.16,207.82,60.73,14.56,2.69,49.54,29.3,49.0,11.9,1005.1,212,2024,4,1,0,Summer
2024-04-01,Jaipur,26.9124,75.7873,desert,79.84,144.81,47.16,13.32,2.29,37.18,29.4,47.0,5.2,1000.4,143,2024,4,1,0,Summer
2024-04-01,Lucknow,26.8467,80.9462,plains,107.7,229.62,47.09,20.03,2.3,46.93,28.6,55.4,12.9,1018.0,249,2024,4,1,0,Summer
2024-04-02,Delhi,28.6139,77.209,metropolitan,125.87,255.63,67.34,16.71,2.35,57.16,27.4,55.5,8.4,1017.6,257,2024,4,2,1,Summer
2024-04-02,Mumbai,19.076,72.8777,coastal,92.56,145.91,49.61,14.32,2.39,51.94,34.5,69.6,16.4,1010.1,165,2024,4,2,1,Summer
2024-04-02,Bengaluru,12.9716,77.5946,IT_hub,51.9,106.37,39.64,11.08,1.17,27.03,30.3,56.3,21.3,1010.2,111,2024,4,2,1,Summer
2024-04-02,Chennai,13.0827,80.2707,coastal,57.1,155.38,34.41,10.07,1.59,25.36,35.7,67.5,21.8,1007.1,142,2024,4,2,1,Summer
2024-04-02,Kolkata,22.5726,88.3639,metropolitan,84.7,185.93,53.74,22.78,2.0,37.24,32.8,74.2,13.2,1019.7,192,2024,4,2,1,Summer
2024-04-02,Hyderabad,17.385,78.4867,mixed,87.89,137.65,36.68,13.0,1.84,36.18,32.3,72.5,6.2,1014.7,146,2024,4,2,1,Summer
2024-04-02,Pune,18.5204,73.8567,mixed,59.66,107.5,27.57,6.39,1.12,24.78,29.1,72.6,23.8,1003.2,102,2024,4,2,1,Summer
2024-04-02,Ahmedabad,23.0225,72.5714,industrial,65.93,174.73,41.76,11.37,1.59,41.1,31.2,59.9,22.5,1013.0,171,2024,4,2,1,Summer
2024-04-02,Jaipur,26.9124,75.7873,desert,99.36,185.3,53.25,16.26,1.71,51.35,30.9,57.0,12.9,1010.7,168,2024,4,2,1,Summer
2024-04-02,Lucknow,26.8467,80.9462,plains,128.04,236.45,65.51,15.76,2.44,56.16,27.1,60.4,12.8,1014.9,245,2024,4,2,1,Summer
